Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date
PP104370,West Nile virus,GenBank,,"Monaco,F., Valleriani,F., Teodori,L., Amatori,G., Marcacci,M., Savini,G.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.23015.1.1,Orthoflavivirus nilense,10952,complete,Italy: Piemonte,Italy,,Culex pipiens,,8/9/23
PP104371,West Nile virus,GenBank,,"Monaco,F., Valleriani,F., Teodori,L., Amatori,G., Marcacci,M., Savini,G.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.23016.1.1,Orthoflavivirus nilense,10919,complete,Italy: EmiliaRomagna,Italy,,Culex pipiens,,8/9/23
PP104372,West Nile virus,GenBank,,"Monaco,F., Valleriani,F., Teodori,L., Amatori,G., Marcacci,M., Savini,G.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.23018.1.1,Orthoflavivirus nilense,10944,complete,Italy: Piemonte,Italy,,Corvidae,,8/9/23
PP104373,West Nile virus,GenBank,,"Monaco,F., Valleriani,F., Teodori,L., Amatori,G., Marcacci,M., Savini,G.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.25164.1.2,Orthoflavivirus nilense,10908,complete,Italy: Veneto,Italy,,Culex pipiens,,9/8/23
PP104374,West Nile virus,GenBank,,"Monaco,F., Valleriani,F., Teodori,L., Amatori,G., Marcacci,M., Savini,G.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.25165.1.2,Orthoflavivirus nilense,10919,complete,Italy: EmiliaRomagna,Italy,,Culex pipiens,,9/13/23
PP104375,West Nile virus,GenBank,,"Monaco,F., Valleriani,F., Teodori,L., Amatori,G., Marcacci,M., Savini,G.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.25166.1.2,Orthoflavivirus nilense,10946,complete,Italy: Veneto,Italy,,Culex pipiens,,9/8/23
PP104376,West Nile virus,GenBank,,"Monaco,F., Valleriani,F., Teodori,L., Amatori,G., Marcacci,M., Savini,G.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.25167.1.2,Orthoflavivirus nilense,10920,complete,Italy: EmiliaRomagna,Italy,,Culex pipiens,,8/28/23
PP104377,West Nile virus,GenBank,,"Monaco,F., Valleriani,F., Teodori,L., Amatori,G., Marcacci,M., Savini,G.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.25168.1.2,Orthoflavivirus nilense,10920,complete,Italy: EmiliaRomagna,Italy,,Culex pipiens,,9/15/23
PP104379,West Nile virus,GenBank,,"Savini,G., Monaco,F., Teodori,L., Amatori,G., Marcacci,M., Valleriani,F.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.19712.2.3,Orthoflavivirus nilense,10962,complete,Italy: Veneto,Italy,,Culex pipiens,,8/24/23
PP104380,West Nile virus,GenBank,,"Savini,G., Monaco,F., Teodori,L., Amatori,G., Marcacci,M., Valleriani,F.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.19712.2.5,Orthoflavivirus nilense,10962,complete,Italy: EmiliaRomagna,Italy,,Culex pipiens,,7/15/23
PP104381,West Nile virus,GenBank,,"Savini,G., Monaco,F., Teodori,L., Amatori,G., Marcacci,M., Valleriani,F.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.25156.1.2,Orthoflavivirus nilense,10965,complete,Italy: Veneto,Italy,,Culex pipiens,,9/8/23
PP104382,West Nile virus,GenBank,,"Savini,G., Monaco,F., Teodori,L., Amatori,G., Marcacci,M., Valleriani,F.","Istituto Zooprofilattico Sperimentale 'G. Caporale', Viral Foreign Deseases of Animals",Italy,2/2/24,TE.25159.1.2,Orthoflavivirus nilense,10961,complete,Italy: Veneto,Italy,,Corvidae,,8/9/23
OQ357819,West Nile virus,GenBank,,"Ruiz-Lopez,M.J., Aguilera-Sepulveda,P., Cebrian-Camison,S., Figuerola,J., Magallanes,S., Varona,S., Cuesta,I., Cano-Gomez,C., Sanchez-Mora,P., Camacho,J., Sanchez-Pena,C., Marchena,F.J., Ameyugo,U., Ruiz,S., Sanchez-Seco,M.P., Agueero,M., Jimenez-Clavero,M.A., Fernandez-Pinero,J., Vazquez,A., Cebrian,S., Sanchez,P., Sanchez-Seco,M.F.P., Aguero,M.","Instituto de Salud Carlos III, National Center of Microbiology",Spain,12/16/23,22C2392,Orthoflavivirus nilense,10925,complete,Spain,Spain,,Culex perexiguus,,2022
OQ357820,West Nile virus,GenBank,,"Ruiz-Lopez,M.J., Aguilera-Sepulveda,P., Cebrian-Camison,S., Figuerola,J., Magallanes,S., Varona,S., Cuesta,I., Cano-Gomez,C., Sanchez-Mora,P., Camacho,J., Sanchez-Pena,C., Marchena,F.J., Ameyugo,U., Ruiz,S., Sanchez-Seco,M.P., Agueero,M., Jimenez-Clavero,M.A., Fernandez-Pinero,J., Vazquez,A., Cebrian,S., Sanchez,P., Sanchez-Seco,M.F.P., Aguero,M.","Instituto de Salud Carlos III, National Center of Microbiology",Spain,12/16/23,22C2285,Orthoflavivirus nilense,10925,complete,Spain,Spain,,Culex perexiguus,,
OQ357821,West Nile virus,GenBank,,"Ruiz-Lopez,M.J., Aguilera-Sepulveda,P., Cebrian-Camison,S., Figuerola,J., Magallanes,S., Varona,S., Cuesta,I., Cano-Gomez,C., Sanchez-Mora,P., Camacho,J., Sanchez-Pena,C., Marchena,F.J., Ameyugo,U., Ruiz,S., Sanchez-Seco,M.P., Agueero,M., Jimenez-Clavero,M.A., Fernandez-Pinero,J., Vazquez,A., Cebrian,S., Sanchez,P., Sanchez-Seco,M.F.P., Aguero,M.","Instituto de Salud Carlos III, National Center of Microbiology",Spain,12/16/23,JA22_423,Orthoflavivirus nilense,10925,complete,Spain,Spain,,Culex perexiguus,,2022
OQ357822,West Nile virus,GenBank,,"Ruiz-Lopez,M.J., Aguilera-Sepulveda,P., Cebrian-Camison,S., Figuerola,J., Magallanes,S., Varona,S., Cuesta,I., Cano-Gomez,C., Sanchez-Mora,P., Camacho,J., Sanchez-Pena,C., Marchena,F.J., Ameyugo,U., Ruiz,S., Sanchez-Seco,M.P., Agueero,M., Jimenez-Clavero,M.A., Fernandez-Pinero,J., Vazquez,A., Cebrian,S., Sanchez,P., Sanchez-Seco,M.F.P., Aguero,M.","Instituto de Salud Carlos III, National Center of Microbiology",Spain,12/16/23,JA22_544,Orthoflavivirus nilense,10925,complete,Spain,Spain,,Culex perexiguus,,2022
OQ725906,West Nile virus,GenBank,,"Ruscher,C., Patzina-Mehling,C., Melchert,J., Graff,S.L., McFarland,S.E., Hieke,C., Kopp,A., Prasser,A., Tonn,T., Schmidt,M., Isner,C., Drosten,C., Werber,D., Corman,V.M., Junglen,S., Schneider,J., Corman,V.","Charite - Universitatsmedizin Berlin, Institute of Virology",Germany,12/10/23,,Orthoflavivirus nilense,11003,complete,Germany,Germany,,Culex pipiens,,7/25/22
OQ725907,West Nile virus,GenBank,,"Ruscher,C., Patzina-Mehling,C., Melchert,J., Graff,S.L., McFarland,S.E., Hieke,C., Kopp,A., Prasser,A., Tonn,T., Schmidt,M., Isner,C., Drosten,C., Werber,D., Corman,V.M., Junglen,S., Schneider,J., Corman,V.","Charite - Universitatsmedizin Berlin, Institute of Virology",Germany,12/10/23,,Orthoflavivirus nilense,10994,complete,Germany,Germany,,Culex pipiens,,7/25/22
OQ725908,West Nile virus,GenBank,,"Ruscher,C., Patzina-Mehling,C., Melchert,J., Graff,S.L., McFarland,S.E., Hieke,C., Kopp,A., Prasser,A., Tonn,T., Schmidt,M., Isner,C., Drosten,C., Werber,D., Corman,V.M., Junglen,S., Schneider,J., Corman,V.","Charite - Universitatsmedizin Berlin, Institute of Virology",Germany,12/10/23,,Orthoflavivirus nilense,11003,complete,Germany,Germany,,Culex pipiens,,7/25/22
OQ725909,West Nile virus,GenBank,,"Ruscher,C., Patzina-Mehling,C., Melchert,J., Graff,S.L., McFarland,S.E., Hieke,C., Kopp,A., Prasser,A., Tonn,T., Schmidt,M., Isner,C., Drosten,C., Werber,D., Corman,V.M., Junglen,S., Schneider,J., Corman,V.","Charite - Universitatsmedizin Berlin, Institute of Virology",Germany,12/10/23,,Orthoflavivirus nilense,10941,complete,Germany,Germany,,Culex pipiens,,8/18/22
OR757498,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Rostov 7/23,Orthoflavivirus nilense,11020,complete,Russia: Rostov,Russia,,,blood,2023
OR757499,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Krasnodar 14/23,Orthoflavivirus nilense,11037,complete,Russia: Krasnodar,Russia,,,blood,2023
OR757500,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Volgograd 15/23,Orthoflavivirus nilense,11038,complete,Russia: Volgograd,Russia,,,,2023
OR757501,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Bashkortostan 25/23,Orthoflavivirus nilense,11038,complete,Russia: Bashkortostan,Russia,,,blood,2023
OR757502,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Krasnodar 51/23,Orthoflavivirus nilense,11038,complete,Russia: Krasnodar,Russia,,,blood,2023
OR757503,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Krasnodar 61/23,Orthoflavivirus nilense,11038,complete,Russia: Krasnodar,Russia,,,,2023
OR757505,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Volgograd 73/23,Orthoflavivirus nilense,11038,complete,Russia: Volgograd,Russia,,Hyalomma scupense,,2023
OR757506,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Volgograd 75/23,Orthoflavivirus nilense,11038,complete,Russia: Volgograd,Russia,,Dermacentor marginatus,,2023
OR757507,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Saratov 119/23,Orthoflavivirus nilense,11038,complete,Russia: Saratov,Russia,,Ochlerotatus communis,,2023
OR757508,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,KBR 277/23,Orthoflavivirus nilense,11038,complete,Russia: Kabardino-Balkaria,Russia,,Homo sapiens,blood,2023
OR757509,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Astrakhan 379/23,Orthoflavivirus nilense,11038,complete,Russia: Astrakhan,Russia,,Culex pipiens,,2023
OR757510,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Chuvashiya 581/23,Orthoflavivirus nilense,11038,complete,Russia: Chuvashiya,Russia,,Homo sapiens,blood,2023
OR757511,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Krasnodar 858/23,Orthoflavivirus nilense,11038,complete,Russia: Krasnodar,Russia,,Homo sapiens,blood,2023
OR757512,West Nile virus,GenBank,,"Antonov,A.S., Ustinov,D.V., Izhberdeeva,M.P., Guseva,A.N., Shpak,I.M., Galkina,A.Y., Gusev,E.A., Boroday,N.V., Molchanova,E.V.","Volgograd Plague Control Research Institute, Laboratory of Bioinformatics",,11/19/23,Vladikavkaz 1336/23,Orthoflavivirus nilense,11038,complete,Russia: Vladikavkaz,Russia,,Anopheles maculipennis,,2023
OR605719,West Nile virus,GenBank,,"Hughes,H.R., Burkhalter,K., Stanek,D.","Centers for Disease Control and Prevention, Division of Vector-borne Diseases",USA,10/25/23,MFL-20-7,Orthoflavivirus nilense,10785,complete,USA: Miami Florida,USA,,Culex quinquefasciatus,,6/9/20
OR605720,West Nile virus,GenBank,,"Hughes,H.R., Burkhalter,K., Stanek,D.","Centers for Disease Control and Prevention, Division of Vector-borne Diseases",USA,10/25/23,MFL-20-14,Orthoflavivirus nilense,10785,complete,USA: Miami Florida,USA,,Culex quinquefasciatus,,6/9/20
OQ689696,West Nile virus,GenBank,,"Monaco,F., Valleriani,F., Polci,A., Savini,G., Secondini,B.","Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",Italy,7/29/23,NRG1426,Orthoflavivirus nilense,11022,complete,Italy: Sicily,Italy,,Equus caballus,,10/21/22
OQ689697,West Nile virus,GenBank,,"Monaco,F., Valleriani,F., Polci,A., Savini,G., Secondini,B.","Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",Italy,7/29/23,NRG1424,Orthoflavivirus nilense,10961,complete,Italy: Sicily,Italy,,Equus caballus,,10/12/22
OQ214888,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Gerasimova,A.D., Molchanova,E.V., Shpak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,6/13/23,Kalmikia 499/22,Orthoflavivirus nilense,10901,complete,Russia: Kalmikia,Russia,,Culex pipiens,,2022
OQ214889,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Gerasimova,A.D., Molchanova,E.V., Shpak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,6/13/23,Stavropol 1451/22,Orthoflavivirus nilense,10980,complete,Russia: Stavropol,Russia,,Culex pipiens,,2022
OQ214890,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Gerasimova,A.D., Molchanova,E.V., Shpak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,6/13/23,Volgograd 1031/22,Orthoflavivirus nilense,10980,complete,Russia: Volgograd,Russia,,Culex pipiens,,2022
OQ214891,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Gerasimova,A.D., Molchanova,E.V., Shpak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,6/13/23,Volgograd 912/22,Orthoflavivirus nilense,10980,complete,Russia: Volgograd,Russia,,Culex pipiens,,2022
OP804520,West Nile virus,GenBank,,"Niczyporuk,J.S. Sr.","National Veterinary Research Institute, Department of Poultry Diseases",Poland,5/22/23,WNV-5,Orthoflavivirus nilense,11003,complete,Poland,Poland,,Corvus cornix,,2022-10
OP734238,West Nile virus,GenBank,,"Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.","Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",Italy,5/9/23,,Orthoflavivirus nilense,10892,complete,Italy: Emilia Romagna,Italy,,Pica pica,,8/10/22
OP734239,West Nile virus,GenBank,,"Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.","Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",Italy,5/9/23,,Orthoflavivirus nilense,10912,complete,Italy: Emilia Romagna,Italy,,Corvus cornix,,8/10/22
OP734240,West Nile virus,GenBank,,"Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.","Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",Italy,5/9/23,,Orthoflavivirus nilense,10913,complete,Italy: Piemonte,Italy,,Culex pipiens,,8/18/22
OP734241,West Nile virus,GenBank,,"Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.","Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",Italy,5/9/23,,Orthoflavivirus nilense,10912,complete,Italy: Piemonte,Italy,,Culex pipiens,,8/25/22
OP734242,West Nile virus,GenBank,,"Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.","Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",Italy,5/9/23,,Orthoflavivirus nilense,10878,complete,Italy: Emilia Romagna,Italy,,Athene noctua,,8/31/22
OP734243,West Nile virus,GenBank,,"Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.","Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",Italy,5/9/23,,Orthoflavivirus nilense,10879,complete,Italy: Emilia Romagna,Italy,,Culex pipiens,,9/2/22
OP734244,West Nile virus,GenBank,,"Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.","Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",Italy,5/9/23,,Orthoflavivirus nilense,10914,complete,Italy: Veneto,Italy,,Passer domesticus,,9/9/22
OP617270,West Nile virus,GenBank,,"Bayrakdar,F.","Public Health Institution of Turkey, Virology",Turkey,5/2/23,WNV/Turkey/HSGM136s/2018,Orthoflavivirus nilense,10978,complete,Turkey,Turkey,,Homo sapiens,,2018
OP345085,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Molchanova,E.V., Spak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,4/10/23,Voronezh 794/21,Orthoflavivirus nilense,11044,complete,Russia: Voronezh,Russia,,Culex pipiens,,2021
OP345086,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Molchanova,E.V., Spak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,4/10/23,Volgograd 843/21,Orthoflavivirus nilense,11044,complete,Russia: Volgograd,Russia,,Culex pipiens,,2021
OP345087,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Molchanova,E.V., Spak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,4/10/23,Volgograd 840/21,Orthoflavivirus nilense,11044,complete,Russia: Volgograd,Russia,,Culex pipiens,,2021
OP345088,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Molchanova,E.V., Spak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,4/10/23,Volgograd 839/21,Orthoflavivirus nilense,11044,complete,Russia: Volgograd,Russia,,Culex pipiens,,2021
OP345089,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Molchanova,E.V., Spak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,4/10/23,Volgograd 832/21,Orthoflavivirus nilense,11044,complete,Russia: Volgograd,Russia,,Culex pipiens,,2021
OP345090,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Molchanova,E.V., Spak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,4/10/23,Volgograd 830/21,Orthoflavivirus nilense,11029,complete,Russia: Volgograd,Russia,,Culex pipiens,,2021
OP345091,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Molchanova,E.V., Spak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,4/10/23,Volgograd 829/21,Orthoflavivirus nilense,11044,complete,Russia: Volgograd,Russia,,Culex pipiens,,2021
OP345092,West Nile virus,GenBank,,"Antonov,A.S., Avdiusheva,E.F., Ustinov,D.V., Izhberdeeva,M.P., Boroday,N.V., Luchinin,D.N., Machneva,A.Y., Gusev,E.A., Molchanova,E.V., Spak,I.M.","Volgograd Plague Control Research Institute, Laboratory of bioinformatics",,4/10/23,Volgogard 787/21,Orthoflavivirus nilense,11044,complete,Russia: Volgograd,Russia,,Culex pipiens,,2021
